Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,La Belle au Bois Dormant,"Plumeria and white pear, Damascus rose, tuberose, magnolia and evening dew.",Ars Amatoria,na,Info,0
Black Phoenix,La Belle Dame Sans Merci,"A bewitching, seductive scent, rife with mystery and foreboding",Bewitching Brews,na,Info,0
Black Phoenix,Belle Epoque,"Sweet opium, Lily of the Valley, vanilla, mandarin and red sandalwood",Bewitching Brews,na,Info,0
Black Phoenix,Bensiabel,"Plum juice, lilac, leather, and a smattering of herbs.",Märchen,Prunella,Info,0
Black Phoenix,Bergelmir,"The father of a new era of Frost Giants, survivor of the deluge of blood that erupted from Ymir’s mutilations. Winters unmeasured: blue spruce blanketed in sleet, cypress smoke, yew berry, and frozen, brittle stems of lavender.",A Little Lunacy,2018-03,Info,0
Black Phoenix,Bess,"rosemary, orange flower, grape spirit, five rose variants, lemon peel, and mint",Bewitching Brews,na,Info,0
Black Phoenix,The Best Lies,sugar-swept honey and rose.,Neil Gaiman,American Gods II,Info,0
Black Phoenix,Bestiaire du Moyen Age,"Watery cerulean musk winding through crushed grass, apple blossom, wild mint, and pine needles.",Art of the Unicorn,0,Info,0
Black Phoenix,Bewitched,"blackberry, sage, green tea, wild berries and dark musk",Bewitching Brews,na,Info,0
Black Phoenix,Les Bijoux,"Skin musk and honey, blood-red rose, orange blossom, white peach, red apple, frankincense and myrrh.",Ars Amatoria,na,Info,0
Black Phoenix,Bilquis,"Honey, myrrh, lily of the valley, rose otto, fig leaf, almond, ambrette, red apple, and warm musk.",Neil Gaiman,American Gods 0,Info,0
Black Phoenix,Black Annis,"damp cave lichen and oak leaf with a hint of vetiver, civet and anise.",Diabolus,na,Info,0
Black Phoenix,Black Cat,"Mint, lotus, herbal greenness, dried roses.",Conjure Bag,na,Info,0
Black Phoenix,Black Dahlia,"Voluptuous magnolias strewn over orchid, star jasmine, black amber and smoky rose",Sin & Salvation,na,Info,0
Black Phoenix,Black Hats,"Gunpowder residue, patent leather, pomade, and aftershave.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,Black Pearl,"Coconut, Florentine iris, hazelnut and opalescent white musk",Bewitching Brews,na,Info,0
Black Phoenix,Black Phoenix,"Our signature oil. A dark, languid scent. Promotes hedonistic tendencies and extreme self-love. You won't stop kissing mirrors for a month.
Reviews say: cherry, almond, Coca-Cola, "" Fruity, floral and sweet tempered with sandalwood or cedarwood and faint citrus (bergamot is my guess).""",Diabolus,na,Info,0
Black Phoenix,Blauer Mond 2018,"A whisper under the moonlight: blue musk, and indigo amber, myrrh, moonlit oudh, opopnax, terebinth, and tobacco leaf.",A Little Lunacy,2018-03,Info,0
Black Phoenix,Block Buster,"Apple cider cinnamon, sweet & faint.",Conjure Bag,na,Info,0
Black Phoenix,The Blockhead,"Rusted metal, leather, and a pop of pink bubblegum.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Blood Amber,"Slivers of warm, pulsating blood forever crystallized in golden amber resin",Bewitching Brews,na,Info,0
Black Phoenix,Blood Countess,"Corrupted black plum, smoky opium and crumbling dead roses covered by a deceptive veil of Hungarian lilac, white gardenia and wild berry. ",Diabolus,na,Info,0
Black Phoenix,The Blood Garden,"Blood accord, bitter clove, English ivy, Tempranillo grape, red currant, oak, leather, blackberry leaf, and ginger lily.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Blood Lotus,"Lush, velvet-red blooms born from the blood shed in the eternal battle between Set and Horus the Avenger. REVIEWS: dragon's blood, lotus flower, wine. Dark, sweet, fruity floral",Rappaccini's Garden,na,Info,0
Black Phoenix,The Blood Must Flow,"ash, oak, and elm; vetiver, dragon’s blood resin, and cypress; frankincense, copal, and chamomile.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Blood Pearl,"soft orris, blood musk, and coconut",Bewitching Brews,na,Info,0
Black Phoenix,Blood Popsicle,The scent of frozen Type O negative,Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Blood-Bespattered Locks of Gray,"Ambergris and bay leaf, lemon peel and regal mandarin, white cedar and khus, grey oudh and star anise.",Idus Martiae,2017,Info,0
Black Phoenix,Bloodlust,"Dragon’s blood essence, heavy red musk, Indonesian patchouli and swarthy vetiver with a drop of cinnamon.",Diabolus,na,Info,0
Black Phoenix,Blossoming Vulva,"Golden amber and bourbon vanilla with sweet oak, blue lotus, and tea blossom.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Blue Moon 2018,"Mugwort and bay, for psychic sensitivity; Juniper, for divination through dreams; Orchid and galbanum, for complexity, wisdom and noscere; with a potent lunar-charged blend of exquisite Asian woods, moonflower, Madagascan ylang ylang, Florentine iris, wild juniper, starry bergamot, elemi, green tea absolute, palmarosa, cucumber, Clary sage, lettuce leaf, melilot trefoils, wood aloes, and pale creeping buttercup",A Little Lunacy,2018-03,Info,0
Black Phoenix,Blue Unicorn Moon,Vanilla blueberry bubblegum.,A Little Lunacy,2018-03,Info,0
Black Phoenix,Bluebeard,"Violet, lavender, white musk and vetiver.",Diabolus,na,Info,0
Black Phoenix,"Body, Remember","Profoundly sensual. The echo of caresses: raw black coconut, ambergris accord, ambrette seed, champaca flower, and sugar cane.",Lupercalia,2018,Info,0
Black Phoenix,Bon Vivant,An effervescent blend of crystalline champagne notes and sweet strawberry,Bewitching Brews,na,Info,0
Black Phoenix,The Bones of Capys,"King mandarin, bronze tobacco, white sandalwood, and chamomile.",Idus Martiae,2017,Info,0
Black Phoenix,Boober,"A fretfully clean scent: freshly-washed laundry, linden blossom, soap suds, and a sprinkle of vanilla.",Fraggle Rock,na,Info,0
Black Phoenix,Boticelli's Unicorn,"White leather, opal musk, and amber-limned rose.",Art of the Unicorn,0,Info,0
Black Phoenix,The Bow & Crown of Conquest,"sage, carnation and cedar with lavender, vanilla, white musk and leather.",Sin & Salvation,Come and See,Info,0
Black Phoenix,Brangwy,"Blackcurrant and cardamom with peru balsam, patchouli, leather, and oudh.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,The Bride,"Vanilla chiffon, honey musk, and pale magnolia.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Bruja,"myrrh, amber and lilac",Bewitching Brews,na,Info,0
Black Phoenix,The Buffalo Man,"Warm dark brown musk, woodsmoke, and deep pools of labdanum.",Neil Gaiman,American Gods II,Info,0
Black Phoenix,The Buggre Alle This Bible,Crumbling paper and ancient cracked leather with a touch of tobacco leaf and incense.,Neil Gaiman,Good Omens,Info,0
Black Phoenix,Bunraku Theater,"Beeswax and hay absolute with sweet hops, pumpkin rind, and tobacco.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Butterscotch and Black Beetles,"Butterscotch candies flecked with dirt, encased in a shiny black shell of myrrh, patchouli, and anise seed.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Cabaret,Passionate red musk mixed with jasmine and wisteria,Ars Amatoria,na,Info,0
Black Phoenix,Café Mille et Une Nuit,"Shisha and thick coffee brewed with cardamom pods, cinnamon, clove, black pepper, and nutmeg",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Cairo (fka Old Cairo),"The essence of holy Kyphi, beloved incense of the Egyptian Gods.",Wanderlust,na,Info,0
Black Phoenix,La Calavera Catrina,"Autumn leaves, wild roses, bourbon vanilla, dry chamomile, and a bouquet of bright chrysanthemums and Mexican marigolds.",Halloween,2017,Info,0
Black Phoenix,Caliban,"The scent of the salty seas, bittersweet wine, palm and tropical ferns",Illyria,na,Info,0
Black Phoenix,Calico Jack,"Sea air, driftwood, waterlogged kelp, and the memory of plundered spices sprayed over worn leathers, rough musk, and the salty wooden floorboards of the Revenge",Bewitching Brews,na,Info,0
Black Phoenix,Calliope,"lavender and bright mint with bergamot, verbena, thyme and a touch of sweet orange and warm almond. ",Excolo,na,Info,0
Black Phoenix,Cardamom Cream Pumpkin Cake,Thick lumps of pumpkin cake with cardamom-cream frosting and a dusting of cinnamon.,Halloween,2017,Info,0
Black Phoenix,Caressing the Wild Rabbit,"White tea, honeycomb, vanilla orchid, and a drop of soft sandalwood.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Carnal,"Bold, bright mandarin paired with the sweet, sensual earthiness of fig.",Ars Amatoria,na,Info,0
Black Phoenix,Carnaval Diabolique,"opium smoke, lemon flower, heliotrope, tuberose, black musk, vanilla, coconut, apricot flower.",Carnaval Diabolique,Act 1: The Prologue,Info,0
Black Phoenix,The Carousel,"glowing amber and heady cinnamon, the green of growing things and the white of thunderclaps, sweet myrrh and sacred styrax, forest moss and blood-soaked battlefields, papyrus and clay, rose petals, wildflowers, abbatoirs, and honey.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Cascading Blossoms,"White gardenia, frangipani, rose peony, plumeria, and vanilla orchid.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Cat Chasing Butterflies,Peach blossom and amber with almond cream and sweet musk.,Lupercalia,Shungas 2018,Info,0
Black Phoenix,Catherine,"A sinful blend of orange blossom, rosemary and rose... ",Diabolus,na,Info,0
Black Phoenix,Cathode,"Ambergris, Spanish Moss, oakmoss and three electric mints",Bewitching Brews,na,Info,0
Black Phoenix,The Center,"Peeling paint, faded wallpaper and threadbare carpets, flickering neon, candlewax, and a fading whiff of Jack Daniels.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Chad,The scent of a steaming mug of hot chocolate.,Neil Gaiman,American Gods III,Info,0
Black Phoenix,The Chamber of Content,A halo of white honey and sweet apple with carnation and ambrette seed.,Anniversary,2016,Info,0
Black Phoenix,The Chapel,"Black incense, bitter wine, brimstone, bile, and blood.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,A Chattering Raven,"Night-black feathers of patchouli slick with Oman frankincense, opoponax resinoid, King mandarin, polished terebinth, sweet myrrh, and lavender.",Anniversary,2016,Info,0
Black Phoenix,Chattering Teeth,Electric cherry and iced vanilla,Prank,2017,Info,0
Black Phoenix,The Chicken-Legged Hut,"Creaky wood and sun-dried thatching, clacking bones, leering skulls, burnt herbs, and enormous magical chicken feet.",Märchen,Vasilissa the Beautiful,Info,0
Black Phoenix,Chimera,"The fiery, volatile scent of cinnamon, thickened by myrrh, honeysuckle, and copal",Bewitching Brews,na,Info,0
Black Phoenix,Chinoiserie,"Black poppy, rose-infused myrrh, and patchouli leaves steeped in indigo wine.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Chocolate Blood,"A sideways ode to Hitchcock’s Psycho, by way of Bosco Chocolate Syrup.",Halloween,2017,Info,0
Black Phoenix,Chuparosa,Soft sweet rose and aquatic notes. Slightly candied. Honeysuckle,Conjure Bag,na,Info,0
Black Phoenix,Chypre,"Violet, neroli, lavender and white musk",Bewitching Brews,na,Info,0
Black Phoenix,Cigarettes and Offerings,Cigarette smoke overlapping with the resonance of long-forgotten incenses.,Neil Gaiman,American Gods II,Info,0
Black Phoenix,Cinnamon Chai Cupcake,A cozy accompaniment on chilly autumn nights.,Halloween,2017,Info,0
Black Phoenix,Cinq,Tea roses and shortbread.,Lupercalia,Une Douzaine de Roses 2018,Info,0
Black Phoenix,Circe,intoxicating aquatic scents and florals.,Bewitching Brews,na,Info,0
Black Phoenix,Claudian's Phoenix,"red patchouli, sweet frankincense, and the figs and pomegranates of the seven mouths of the dark Nile.",Anniversary,2015,Info,0
Black Phoenix,Clemence,"Patchouli, Kashmiri tea, cardamom, black pepper, carnation, and clove.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Le Clerc's Phoenix,"Assyrian cypress and cedar with cinnamon, black cardamom, cassia, Egyptian balsam, acanthus leaves, and frankincense.",Anniversary,2015,Info,0
Black Phoenix,Clio,"dry parchment of scrolls, lavender for critical thought and analysis, the solidity of heavy woods, ornery patchouli and glib benzoin, and superstar-splashed orange and amber.",Excolo,na,Info,0
Black Phoenix,Cock Stamen,"Red orchid, dragon’s blood resin, blood orange, black lily, honey amber, and cacao",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Coimetrophobia,"Upturned earth, moss-damp and thick with creeping things. A shard of mahogany from a broken casket. Creaking marble doors pushing open under moonlit skies.",Halloween,Phobias 2017,Info,0
Black Phoenix,Coin Trick,"Glittering gold and silver, rolling over knuckles – concealed in palms – and pulled from the sun, the moon, and the stars.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,The Cold Hour of Dawn,"Esprit de eucalyptus, blue musk, davana, frosty iris, and tagetes.",Yule,Little Match Girl 2011,Info,0
Black Phoenix,Colder and Colder,"Peppermint, spearmint, white musk, and elemi settling into a deepening darkness. ",Yule,Little Match Girl 2011,Info,0
Black Phoenix,The Contrast,Gleaming white frankincense and vanilla-infused benzoin.,Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,The Convocation,A macabre mélange of swanky men’s colognes.,Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,Coral Snake,"Snake Oil with blood orange, blood apple, lemon peel, plumeria, and red gardenia.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,Coraline Jones,"Dry grass, clean skin, and a little bit of mossy berry.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Cordelia,"lilac, lemon, green tea, wisteria, osmanthus, white cedar, and Chinese musk.",Illyria,na,Info,0
Black Phoenix,Cottonmouth,"Snake Oil with linden blossom, calla lily, passion flower, and narcissus.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,A Countenance Forboding Evil,"Patchouli, ylang ylang, blood orange, and vetiver.",Diabolus,na,Info,0
Black Phoenix,Couple Enjoying a Summer Breeze,"White sage and patchouli with Himalayan cedarwood, sweet labdanum, and brown sugar.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Courtesan with a Secret Lover,"Green tea, plum blossom, white musk, jasmine blossom honey, and lemon peel.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,The Creation,"Gilded amber saffron, indigo chypre, pearled gardenia, blackcurrant, ylang ylang, frankincense, fir needle, and white patchouli.",Art of the Unicorn,0,Info,0
Black Phoenix,Crossroads,"garden of blooms over dry earth and mosses, heavily laden with incense and offertory herbs.",Wanderlust,na,Info,0
Black Phoenix,Crucifixion,"Frankincense, dried red roses, and myrrh with soft orris, labdanum, and red clove.",Art of the Unicorn,0,Info,0
Black Phoenix,Cytherea,"White sandalwood, patchouli, white amber, orris, bourbon vanilla, champaca flower, and kush.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Daiyu,"Moroccan jasmine, chrysanthemum, tea leaf, white musk, and acai berry.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,La Dame au Cochon,"White tobacco and apple, white musk and angelica, immortelle and terebinth, juniper and violet leaf.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Dance of Death,"Dry, bone-white orris, black musk, serpentine patchouli and our murkiest myrrh",Ars Moriendi,na,Info,0
Black Phoenix,Dans Les Coulisses,"Red musk, orris root, and bergamot with blackcurrant, pink pepper, and red leather accord.",Lupercalia,The Devil's Lovers 2017,Info,0
